No.	RunId	SampleId	ExperimentId	StudyId	Country	LineageByKvarQ	FastqR1	FastqR2	ResToAMK	ResToBDQ	ResToCFZ	ResToCPM	ResToCS	ResToDLM	ResToEMB	ResToETA	ResToINH	ResToKM	ResToLEV	ResToLZD	ResToMOX	ResToOFX	ResToPAS	ResToPNB	ResToPTH	ResToPZA	ResToRBT	ResToRIF	ResToSM
20	ERR13191074	ERS16430435	ERX12562216	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/074/ERR13191074/ERR13191074_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/074/ERR13191074/ERR13191074_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	False	False	False	NA	False	False	False	NA	False	False	False	True	True
21	ERR13191075	ERS16430436	ERX12562217	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/075/ERR13191075/ERR13191075_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/075/ERR13191075/ERR13191075_2.fastq.gz	True	NA	NA	True	False	NA	True	NA	False	True	False	NA	False	True	False	False	False	False	True	True	True
22	ERR13191076	ERS16430437	ERX12562218	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/076/ERR13191076/ERR13191076_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/076/ERR13191076/ERR13191076_2.fastq.gz	True	NA	NA	True	False	NA	False	NA	False	True	True	NA	True	True	False	False	False	False	True	True	True
23	ERR13191077	ERS16430438	ERX12562219	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/077/ERR13191077/ERR13191077_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/077/ERR13191077/ERR13191077_2.fastq.gz	False	False	NA	False	False	True	False	NA	True	False	False	False	False	False	False	False	False	False	False	True	True
24	ERR13191078	ERS16430439	ERX12562220	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/078/ERR13191078/ERR13191078_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/078/ERR13191078/ERR13191078_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	False	False	False	NA	False	False	False	NA	False	False	True	True	True
25	ERR13191079	ERS16430440	ERX12562221	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/079/ERR13191079/ERR13191079_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/079/ERR13191079/ERR13191079_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	False	False	True	NA	True	True	False	NA	False	False	True	True	False
26	ERR13191093	ERS16430441	ERX12562235	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/093/ERR13191093/ERR13191093_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/093/ERR13191093/ERR13191093_2.fastq.gz	False	False	NA	False	False	True	False	NA	True	False	False	False	False	False	False	False	False	False	False	True	True
27	ERR13191094	ERS16430442	ERX12562236	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/094/ERR13191094/ERR13191094_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/094/ERR13191094/ERR13191094_2.fastq.gz	True	NA	NA	True	False	NA	False	NA	False	True	False	NA	False	False	False	False	False	False	False	True	False
28	ERR13191095	ERS16430443	ERX12562237	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/095/ERR13191095/ERR13191095_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/095/ERR13191095/ERR13191095_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	False	False	True	NA	True	True	False	False	False	False	True	True	True
29	ERR13191096	ERS16430444	ERX12562238	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/096/ERR13191096/ERR13191096_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/096/ERR13191096/ERR13191096_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	False	False	True	NA	False	True	False	False	False	False	True	True	True
30	ERR13191097	ERS16430445	ERX12562239	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/097/ERR13191097/ERR13191097_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/097/ERR13191097/ERR13191097_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	False	False	True	NA	True	True	False	False	False	False	True	True	True
31	ERR13191098	ERS16430446	ERX12562240	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/098/ERR13191098/ERR13191098_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/098/ERR13191098/ERR13191098_2.fastq.gz	False	True	NA	False	False	True	False	NA	True	False	False	False	False	False	False	False	False	False	False	False	False
32	ERR13191099	ERS16430447	ERX12562241	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/099/ERR13191099/ERR13191099_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/099/ERR13191099/ERR13191099_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	True	NA	True	True	False	NA	False	False	True	True	False
33	ERR13296441	ERS16430448	ERX12667303	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/041/ERR13296441/ERR13296441_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/041/ERR13296441/ERR13296441_2.fastq.gz	False	False	NA	False	False	True	False	NA	True	False	False	False	False	False	False	False	False	False	True	True	True
34	ERR13296451	ERS16430449	ERX12667313	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/051/ERR13296451/ERR13296451_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/051/ERR13296451/ERR13296451_2.fastq.gz	False	False	NA	False	False	True	False	NA	True	False	True	False	True	True	False	False	False	False	True	True	True
35	ERR13191100	ERS16430450	ERX12562242	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/000/ERR13191100/ERR13191100_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/000/ERR13191100/ERR13191100_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	NA	True	True	NA	True	True	False	NA	True	False	False	True	True
36	ERR13191363	ERS16430451	ERX12562265	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/063/ERR13191363/ERR13191363_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/063/ERR13191363/ERR13191363_2.fastq.gz	False	False	NA	False	False	True	True	NA	True	True	False	False	False	False	False	False	True	False	True	True	True
37	ERR13191364	ERS16430452	ERX12562266	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/064/ERR13191364/ERR13191364_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/064/ERR13191364/ERR13191364_2.fastq.gz	True	NA	NA	True	False	NA	True	NA	False	True	True	NA	True	True	False	NA	False	True	True	True	False
38	ERR13191366	ERS16430453	ERX12562268	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/066/ERR13191366/ERR13191366_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/066/ERR13191366/ERR13191366_2.fastq.gz	False	False	NA	False	False	True	False	NA	True	True	False	False	False	False	False	False	False	True	True	True	True
39	ERR13191369	ERS16430454	ERX12562271	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/069/ERR13191369/ERR13191369_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/069/ERR13191369/ERR13191369_2.fastq.gz	True	NA	NA	True	False	NA	True	NA	False	True	True	NA	True	True	False	False	True	True	True	True	False
40	ERR13191370	ERS16430455	ERX12562272	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/070/ERR13191370/ERR13191370_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/070/ERR13191370/ERR13191370_2.fastq.gz	True	NA	NA	True	False	NA	True	NA	False	True	True	NA	True	True	False	False	True	True	True	True	True
41	ERR13191373	ERS16430456	ERX12562275	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/073/ERR13191373/ERR13191373_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/073/ERR13191373/ERR13191373_2.fastq.gz	True	NA	NA	True	False	NA	False	NA	False	True	True	NA	True	True	False	False	False	False	True	True	True
42	ERR13191375	ERS16430457	ERX12562277	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/075/ERR13191375/ERR13191375_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/075/ERR13191375/ERR13191375_2.fastq.gz	True	NA	NA	True	False	NA	True	NA	NA	True	False	NA	False	False	False	NA	False	False	True	True	True
43	ERR13191621	ERS16430458	ERX12562496	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/021/ERR13191621/ERR13191621_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/021/ERR13191621/ERR13191621_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	True	NA	True	True	True	NA	True	True	False	True	False
44	ERR13191623	ERS16430459	ERX12562498	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/023/ERR13191623/ERR13191623_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/023/ERR13191623/ERR13191623_2.fastq.gz	False	False	NA	False	False	True	True	NA	False	False	True	False	True	True	False	NA	False	False	True	True	True
45	ERR13296457	ERS16430460	ERX12667319	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/057/ERR13296457/ERR13296457_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/057/ERR13296457/ERR13296457_2.fastq.gz	False	False	NA	False	False	True	False	NA	True	False	False	False	False	False	False	False	False	False	False	False	False
46	ERR13296459	ERS16430461	ERX12667321	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/059/ERR13296459/ERR13296459_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/059/ERR13296459/ERR13296459_2.fastq.gz	False	False	NA	False	False	True	False	NA	True	False	False	False	False	False	False	False	False	False	False	False	True
47	ERR13191710	ERS16430462	ERX12562585	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/010/ERR13191710/ERR13191710_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/010/ERR13191710/ERR13191710_2.fastq.gz	True	NA	NA	True	False	NA	True	NA	True	True	False	NA	False	False	False	NA	False	True	True	True	False
48	ERR13296461	ERS16430463	ERX12667323	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/061/ERR13296461/ERR13296461_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/061/ERR13296461/ERR13296461_2.fastq.gz	True	NA	NA	True	False	NA	True	NA	False	True	False	NA	False	False	False	False	True	False	True	True	False
49	ERR13191711	ERS16430464	ERX12562586	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/011/ERR13191711/ERR13191711_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/011/ERR13191711/ERR13191711_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
50	ERR13191712	ERS16430465	ERX12562587	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/012/ERR13191712/ERR13191712_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/012/ERR13191712/ERR13191712_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	False	False	False	False	False	True
51	ERR13192092	ERS16430466	ERX12562967	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/092/ERR13192092/ERR13192092_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/092/ERR13192092/ERR13192092_2.fastq.gz	False	False	NA	False	False	True	False	NA	True	False	False	False	False	False	False	False	False	False	True	True	True
52	ERR13192112	ERS16430467	ERX12562987	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/012/ERR13192112/ERR13192112_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/012/ERR13192112/ERR13192112_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
53	ERR13192113	ERS16430468	ERX12562988	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/013/ERR13192113/ERR13192113_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/013/ERR13192113/ERR13192113_2.fastq.gz	True	False	NA	True	False	True	False	NA	True	True	False	False	False	False	False	False	False	False	True	True	False
54	ERR13192114	ERS16430469	ERX12562989	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/014/ERR13192114/ERR13192114_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/014/ERR13192114/ERR13192114_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	False
55	ERR13193753	ERS16430470	ERX12564628	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/053/ERR13193753/ERR13193753_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/053/ERR13193753/ERR13193753_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	True	True	True	False
56	ERR13193755	ERS16430471	ERX12564630	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/055/ERR13193755/ERR13193755_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/055/ERR13193755/ERR13193755_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	True	True	True	False
57	ERR13193757	ERS16430472	ERX12564632	ERP151439	Korea	L4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/057/ERR13193757/ERR13193757_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/057/ERR13193757/ERR13193757_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	False
58	ERR13193758	ERS16430473	ERX12564633	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/058/ERR13193758/ERR13193758_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/058/ERR13193758/ERR13193758_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
59	ERR13193759	ERS16430474	ERX12564634	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/059/ERR13193759/ERR13193759_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/059/ERR13193759/ERR13193759_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
60	ERR13193800	ERS16430475	ERX12564675	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/000/ERR13193800/ERR13193800_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/000/ERR13193800/ERR13193800_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
61	ERR13193801	ERS16430476	ERX12564676	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/001/ERR13193801/ERR13193801_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/001/ERR13193801/ERR13193801_2.fastq.gz	False	False	NA	False	False	True	True	NA	False	False	False	False	False	False	False	NA	False	False	True	True	True
62	ERR13193933	ERS16430477	ERX12564808	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/033/ERR13193933/ERR13193933_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/033/ERR13193933/ERR13193933_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
63	ERR13193934	ERS16430478	ERX12564809	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/034/ERR13193934/ERR13193934_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/034/ERR13193934/ERR13193934_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
64	ERR13193935	ERS16430479	ERX12564810	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/035/ERR13193935/ERR13193935_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/035/ERR13193935/ERR13193935_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
65	ERR13193936	ERS16430480	ERX12564811	ERP151439	Korea	L4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/036/ERR13193936/ERR13193936_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/036/ERR13193936/ERR13193936_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
66	ERR13193937	ERS16430481	ERX12564812	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/037/ERR13193937/ERR13193937_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/037/ERR13193937/ERR13193937_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
67	ERR13193938	ERS16430482	ERX12564813	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/038/ERR13193938/ERR13193938_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/038/ERR13193938/ERR13193938_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
68	ERR13193939	ERS16430483	ERX12564814	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/039/ERR13193939/ERR13193939_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/039/ERR13193939/ERR13193939_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
69	ERR13193940	ERS16430484	ERX12564815	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/040/ERR13193940/ERR13193940_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/040/ERR13193940/ERR13193940_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
70	ERR13193944	ERS16430485	ERX12564819	ERP151439	Korea	L4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/044/ERR13193944/ERR13193944_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/044/ERR13193944/ERR13193944_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
